BRL1608T1R0M,RoHS,1.0,700,0.230,510,650,1.0
BRL1608T1R5M,RoHS,1.5,600,0.280,440,590,1.0
BRL1608T2R2M,RoHS,2.2,400,0.400,360,500,1.0
BRL1608T3R3M,RoHS,3.3,300,0.650,290,390,1.0
BRL1608T4R7M,RoHS,4.7,150,1.00,240,310,1.0
BRL1608T6R8M,RoHS,6.8,100,1.64,200,250,1.0
BRL1608T100M,RoHS,10,45,2.00,170,220,1.0
BRL1608T150M,RoHS,15,32,2.56,150,200,1.0
BRC1608TR43M6,RoHS,0.43,740,0.082,1,400,1,100,6.0
BRC1608TR50M6,RoHS,0.50,710,0.090,1,200,1,050,6.0
BRC1608TR60M6,RoHS,0.60,630,0.099,1,100,940,6.0
BRC1608TR72M6,RoHS,0.72,600,0.144,1,000,810,6.0
BRC1608TR82M6,RoHS,0.82,560,0.176,950,730,6.0
BRC1608T1R0M6,RoHS,1.0,550,0.188,890,680,6.0
BRC1608TR20M,RoHS,0.20,400,0.060,1,750,980,7.96
BRC1608TR35M,RoHS,0.35,300,0.080,1,400,810,7.96
BRC1608TR45M,RoHS,0.45,200,0.090,1,250,800,7.96
BRC1608TR56M,RoHS,0.56,170,0.095,1,150,760,7.96
BRC1608TR77M,RoHS,0.77,150,0.110,1,000,660,7.96
BRC1608T1R0M,RoHS,1.0,140,0.180,850,520,7.96
BRC1608T1R5M,RoHS,1.5,120,0.300,700,410,7.96
BRC1608T2R2M,RoHS,2.2,100,0.550,550,280,7.96
BRL2012TR47M6,RoHS,0.47,500,0.048,1,500,1,900,6.0
BRL2012T1R0M6,RoHS,1.0,400,0.108,1,050,1,230,6.0
BRL2012T2R2MD6,RoHS,2.2,250,0.184,680,950,6.0
BRL2012TR47M,RoHS,0.47,350,0.090,1,100,1,050,7.96
BRL2012T1R0M,RoHS,1.0,300,0.135,850,850,7.96
BRL2012T1R5M,RoHS,1.5,250,0.180,700,750,7.96
BRL2012T2R2M,RoHS,2.2,200,0.300,600,550,7.96
BRL2012T3R3M,RoHS,3.3,190,0.500,490,440,7.96
BRL2012T4R7M,RoHS,4.7,150,0.550,340,400,7.96
BRL2012T6R8M,RoHS,6.8,60,0.750,290,350,7.96
BRL2012T100M,RoHS,10,30,0.850,270,330,2.52
BRL2012T150M,RoHS,15,15,1.00,220,300,2.52
BRL2012T220M,RoHS,22,13,1.30,190,270,2.52
BRL2012T330M,RoHS,33,8.0,2.00,150,220,2.52
BRL2012T470M,RoHS,47,7.0,3.50,125,160,2.52
BRL2012T680M,RoHS,68,6.5,5.80,100,110,2.52
BRL2012T101M,RoHS,100,6.0,7.70,85,85,0.796
BRC2012T1R0M,RoHS,1.0,490,0.060,1,500,1,400,1.0
BRC2012T1R5MD,RoHS,1.5,390,0.090,1,200,1,100,1.0
BRC2012T2R2MD,RoHS,2.2,350,0.110,1,100,1,000,1.0
BRC2012T3R3MD,RoHS,3.3,300,0.170,800,870,1.0
BRC2012T4R7MD,RoHS,4.7,250,0.265,700,600,1.0
BRC2016T1R0M,RoHS,1.0,450,0.085,1,350,1,100,0.10
BRC2016T1R5M,RoHS,1.5,370,0.150,1,100,820,0.10
BRC2016T2R2M,RoHS,2.2,250,0.180,910,760,0.10
BRC2016T3R3M,RoHS,3.3,140,0.220,740,680,0.10
BRC2016T4R7M,RoHS,4.7,78,0.270,660,610,0.10
BRC2016T6R8M,RoHS,6.8,39,0.330,550,560,0.10
BRC2016T100,RoHS,35,0.400,450,520,0.10
BRC2016T150,RoHS,28,0.600,400,410,0.10
BRC2016T220,RoHS,24,1.00,310,310,0.10
BRC2016T330,RoHS,13,1.70,270,240,0.10
BRC2016T470,RoHS,11,2.20,210,210,0.10
BRC2016T680,RoHS,8,2.80,200,190,0.10
BRC2016T101,RoHS,7,3.40,140,170,0.10
BRFL2518T1R0M,RoHS,1.0,130,0.090,1,200,1,200,1.0
BRFL2518T1R5M,RoHS,1.5,100,0.110,1,100,1,000,1.0
BRFL2518T2R2M,RoHS,2.2,80,0.130,850,950,1.0
BRFL2518T3R3M,RoHS,3.3,70,0.220,700,700,1.0
BRFL2518T4R7M,RoHS,4.7,60,0.330,650,650,1.0
BRL2518T1R0M,RoHS,1.0,130,0.080,1,600,1,000,7.96
BRL2518T1R5M,RoHS,1.5,100,0.100,1,200,920,7.96
BRL2518T2R2M,RoHS,2.2,80,0.135,1,000,850,7.96
BRL2518T3R3M,RoHS,3.3,70,0.300,800,580,7.96
BRL2518T4R7M,RoHS,4.7,60,0.400,700,470,7.96
BRHL2518T1R0M,RoHS,1.0,400,0.055,2,000,1,400,1.0
BRHL2518T1R5M,RoHS,1.5,350,0.085,1,700,1,100,1.0
BRHL2518T2R2M,RoHS,2.2,300,0.115,1,500,1,000,1.0
BRHL2518T3R3MD,RoHS,3.3,200,0.165,1,200,800,1.0
BRHL2518T4R7MD,RoHS,4.7,150,0.245,1,100,750,1.0
BRC2518T1R0M,RoHS,1.0,280,0.050,2,550,1,650,1.0
BRC2518T1R5M,RoHS,1.5,230,0.080,2,100,1,300,1.0
BRC2518T2R2M,RoHS,2.2,200,0.120,1,800,1,000,1.0
BRC2518T3R3M,RoHS,3.3,150,0.175,1,450,860,1.0
BRC2518T4R7M,RoHS,4.7,100,0.230,1,250,750,1.0
BRC2518T6R8M,RoHS,6.8,45,0.280,1,050,680,1.0
BRC2518T100,RoHS,20,0.350,890,610,1.0
BRC2518T150,RoHS,13,0.430,760,550,1.0
BRC2518T220,RoHS,10,0.560,640,490,1.0
BRC2518T330,RoHS,8,0.850,560,390,1.0
BRC2518T470,RoHS,6.5,1.45,410,300,1.0
BRC2518T680,RoHS,5.5,2.40,340,230,1.0
BRC2518T101,RoHS,4.5,3.60,300,190,1.0
BRL3225TR27M,RoHS,0.27,390,0.022,4,500,2,850,7.96
BRL3225TR36M,RoHS,0.36,350,0.025,4,300,2,750,7.96
BRL3225TR51M,RoHS,0.51,270,0.029,3,600,2,550,7.96
BRL3225T1R0M,RoHS,1.0,220,0.043,2,400,2,200,0.1
BRL3225T1R5M,RoHS,1.5,170,0.045,2,200,1,750,0.1
BRL3225T2R2M,RoHS,2.2,150,0.065,1,850,1,600,0.1
BRL3225T3R3M,RoHS,3.3,140,0.120,1,450,1,200,0.1
BRL3225T4R7M,RoHS,4.7,120,0.180,1,300,1,000,0.1
BRL3225T6R8M,RoHS,6.8,90,0.270,1,050,770,0.1
BRL3225T100,RoHS,70,0.350,900,700,0.1
BRL3225T150,RoHS,20,0.570,700,530,0.1
BRL3225T220,RoHS,13,0.690,550,470,0.1
BRL3225T330,RoHS,9,0.840,470,420,0.1
BRL3225T470,RoHS,7,1.00,420,390,0.1
BRL3225T680,RoHS,6,1.40,330,300,0.1
BRL3225T101,RoHS,5,2.50,270,250,0.1
